DR_NO,Date Rptd,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Race,Premis Desc,Weapon Desc,LAT,LON
211415348,7/20/2021,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,F,B,Black,TRANSPORTATION FACILITY (AIRPORT),,33.9431,-118.4081
200404535,1/15/2020,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),50,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0395,-118.2003
200312578,6/12/2020,Southwest,350,"THEFT, PERSON",29,F,H,Hispanic,MTA BUS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0061,-118.3089
200505248,1/30/2020,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",36,F,H,Hispanic,STREET,VEHICLE,33.7315,-118.2968
210112092,6/19/2021,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,64,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0429,-118.2462
200305663,1/28/2020,Southwest,354,THEFT OF IDENTITY,39,M,W,White,SINGLE FAMILY DWELLING,,34.0312,-118.3262
200307560,2/28/2020,Southwest,354,THEFT OF IDENTITY,24,F,B,Black,SINGLE FAMILY DWELLING,,34.0155,-118.2978
211108887,5/23/2021,Northeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1118,-118.1944
200505983,2/17/2020,Harbor,210,ROBBERY,22,M,H,Hispanic,STREET,HAND GUN,33.775,-118.2738
210611161,6/7/2021,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,M,W,White,SINGLE FAMILY DWELLING,,34.107,-118.3126
211409950,4/18/2021,Pacific,626,INTIMATE PARTNER - SIMPLE ASSAULT,87,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,34.0022,-118.4291
211507726,4/6/2021,N Hollywood,940,EXTORTION,32,M,W,White,SINGLE FAMILY DWELLING,,34.1758,-118.3834
211505525,2/10/2021,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,F,H,Hispanic,GAS STATION,PIPE/METAL PIPE,34.1826,-118.3916
200108311,3/2/2020,Central,624,BATTERY - SIMPLE ASSAULT,30,M,B,Black,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0454,-118.2657
200104499,1/7/2020,Central,330,BURGLARY FROM VEHICLE,26,M,W,White,STREET,,34.0617,-118.2469
210809501,5/20/2021,West LA,330,BURGLARY FROM VEHICLE,54,F,W,White,STREET,,34.0387,-118.5439
200505315,1/31/2020,Harbor,901,VIOLATION OF RESTRAINING ORDER,54,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7766,-118.2713
211417460,8/30/2021,Pacific,310,BURGLARY,24,M,W,White,SINGLE FAMILY DWELLING,,34.0107,-118.4232
210115573,8/22/2021,Central,330,BURGLARY FROM VEHICLE,51,F,B,Black,"VEHICLE, PASSENGER/TRUCK",,34.0467,-118.2411
211222039,10/22/2021,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,M,H,Hispanic,STREET,UNKNOWN FIREARM,33.9624,-118.2651
200306751,2/16/2020,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,B,Black,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0109,-118.3092
210915828,10/27/2021,Van Nuys,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",45,M,B,Black,OTHER BUSINESS,,34.1807,-118.4662
200205821,2/6/2020,Rampart,440,THEFT PLAIN - PETTY ($950 & UNDER),55,M,W,White,GARAGE/CARPORT,,34.079,-118.2967
210118392,10/9/2021,Central,624,BATTERY - SIMPLE ASSAULT,24,M,B,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0444,-118.2541
200304521,1/9/2020,Southwest,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),53,F,H,Hispanic,STREET,,34.0228,-118.3119
200304895,1/16/2020,Southwest,330,BURGLARY FROM VEHICLE,43,F,B,Black,STREET,,34.0085,-118.3314
212109788,6/6/2021,Topanga,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.2074,-118.6065
211908764,5/17/2021,Mission,330,BURGLARY FROM VEHICLE,41,M,H,Hispanic,PARKING LOT,,34.2338,-118.4719
210812456,8/4/2021,West LA,330,BURGLARY FROM VEHICLE,22,M,K,Asian,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0303,-118.4013
200405984,2/20/2020,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),47,M,H,Hispanic,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,34.0788,-118.1653
211807055,3/2/2021,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,Hispanic,STREET,SEMI-AUTOMATIC PISTOL,33.9404,-118.2916
211405118,1/16/2021,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,M,B,Black,TRANSPORTATION FACILITY (AIRPORT),,33.942,-118.4095
200404461,1/13/2020,Hollenbeck,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0,M,W,White,PARKING LOT,,34.0345,-118.2232
210714447,10/17/2021,Wilshire,624,BATTERY - SIMPLE ASSAULT,26,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0428,-118.3466
200218483,12/11/2020,Rampart,624,BATTERY - SIMPLE ASSAULT,45,M,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0606,-118.2648
200506538,2/29/2020,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),53,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,33.7827,-118.2662
210712871,9/7/2021,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,39,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,34.0529,-118.3638
210814727,9/26/2021,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),27,F,W,White,OTHER BUSINESS,,34.034,-118.4482
200215714,10/2/2020,Rampart,624,BATTERY - SIMPLE ASSAULT,15,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0572,-118.272
211812377,6/20/2021,Southeast,354,THEFT OF IDENTITY,33,M,H,Hispanic,SINGLE FAMILY DWELLING,,33.9538,-118.2673
211208943,3/20/2021,77th Street,805,PIMPING,24,F,B,Black,STREET,,33.9747,-118.2827
160323732,10/21/2016,Southwest,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",61,M,W,White,OFFICE BUILDING/OFFICE,,34.0238,-118.3669
210114434,7/31/2021,Central,210,ROBBERY,23,M,W,White,STREET,OTHER KNIFE,34.0566,-118.2531
210905673,2/12/2021,Van Nuys,624,BATTERY - SIMPLE ASSAULT,29,M,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1503,-118.4249
200114658,7/10/2020,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,F,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0495,-118.2546
211218936,9/2/2021,77th Street,210,ROBBERY,30,M,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9737,-118.309
200105857,1/26/2020,Central,624,BATTERY - SIMPLE ASSAULT,28,M,H,Hispanic,DRUG STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0481,-118.2507
200108095,2/28/2020,Central,624,BATTERY - SIMPLE ASSAULT,23,M,H,Hispanic,LIBRARY,UNKNOWN WEAPON/OTHER WEAPON,34.0537,-118.2455
210614857,8/24/2021,Hollywood,210,ROBBERY,31,M,W,White,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,34.0998,-118.3295
210500724,8/28/2021,Harbor,121,"RAPE, FORCIBLE",22,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.8403,-118.306
210511670,7/20/2021,Harbor,354,THEFT OF IDENTITY,30,M,W,White,SINGLE FAMILY DWELLING,,33.7136,-118.2904
211111254,7/27/2021,Northeast,354,THEFT OF IDENTITY,48,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.0906,-118.2326
211220676,9/30/2021,77th Street,210,ROBBERY,20,M,H,Hispanic,STREET,PHYSICAL PRESENCE,33.9638,-118.2629
210712990,9/10/2021,Wilshire,354,THEFT OF IDENTITY,36,F,A,Asian,SINGLE FAMILY DWELLING,,34.0853,-118.3499
200108841,3/9/2020,Central,624,BATTERY - SIMPLE ASSAULT,51,M,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.252
200505576,2/7/2020,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,47,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,33.7862,-118.2908
210117890,10/1/2021,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,M,B,Black,SIDEWALK,MACE/PEPPER SPRAY,34.0467,-118.252
211208208,3/7/2021,77th Street,624,BATTERY - SIMPLE ASSAULT,52,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9873,-118.3225
210611475,6/19/2021,Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),21,M,H,Hispanic,MINI-MART,,34.098,-118.355
211012594,9/20/2021,West Valley,520,VEHICLE - ATTEMPT STOLEN,44,M,B,Black,STREET,,34.1866,-118.5447
211910827,7/12/2021,Mission,440,THEFT PLAIN - PETTY ($950 & UNDER),71,M,H,Hispanic,YARD (RESIDENTIAL/BUSINESS),,34.2484,-118.4609
211004024,1/1/2021,West Valley,900,VIOLATION OF COURT ORDER,57,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.2164,-118.5326
211109933,6/22/2021,Northeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,H,Hispanic,STREET,OTHER KNIFE,34.0842,-118.2228
200506677,3/3/2020,Harbor,330,BURGLARY FROM VEHICLE,52,M,H,Hispanic,SINGLE FAMILY DWELLING,,33.7958,-118.3076
200104477,1/7/2020,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,29,F,B,Black,SIDEWALK,VERBAL THREAT,34.0635,-118.2313
210915689,10/24/2021,Van Nuys,624,BATTERY - SIMPLE ASSAULT,32,M,H,Hispanic,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1564,-118.463
210405780,2/18/2021,Hollenbeck,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0,M,W,White,PARKING LOT,,34.0456,-118.2101
211310996,6/10/2021,Newton,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,33.9774,-118.2751
200507948,4/4/2020,Harbor,901,VIOLATION OF RESTRAINING ORDER,62,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7819,-118.2526
210511195,7/7/2021,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),28,F,W,White,SINGLE FAMILY DWELLING,,33.7908,-118.2697
200311425,5/16/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,37,F,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0149,-118.3436
211219544,9/13/2021,77th Street,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",58,M,H,Hispanic,STREET,VERBAL THREAT,33.9807,-118.3255
210811848,7/19/2021,West LA,354,THEFT OF IDENTITY,35,F,W,White,CONDOMINIUM/TOWNHOUSE,,34.0649,-118.4372
200412830,9/16/2020,Hollenbeck,480,BIKE - STOLEN,27,M,H,Hispanic,STREET,,34.0736,-118.2156
200504571,1/13/2020,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),37,M,H,Hispanic,OTHER STORE,,33.78,-118.2624
210408325,5/6/2021,Hollenbeck,440,THEFT PLAIN - PETTY ($950 & UNDER),42,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0298,-118.1997
200406451,3/3/2020,Hollenbeck,354,THEFT OF IDENTITY,27,F,H,Hispanic,OTHER RESIDENCE,,34.0344,-118.2111
200505908,2/14/2020,Harbor,310,BURGLARY,26,F,W,White,SINGLE FAMILY DWELLING,,33.7928,-118.2967
210617295,10/12/2021,Hollywood,888,TRESPASSING,0,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0944,-118.3191
211013958,10/28/2021,West Valley,354,THEFT OF IDENTITY,24,M,B,Black,"DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*",,34.1645,-118.5244
200307307,2/24/2020,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.017,-118.3477
200307739,3/2/2020,Southwest,761,BRANDISH WEAPON,24,M,H,Hispanic,OTHER BUSINESS,KNIFE WITH BLADE 6INCHES OR LESS,34.0109,-118.2915
200108246,3/1/2020,Central,480,BIKE - STOLEN,34,F,W,White,STREET,,34.0491,-118.2558
210704352,1/11/2021,Wilshire,888,TRESPASSING,43,F,W,White,CONDOMINIUM/TOWNHOUSE,,34.0744,-118.3897
210607189,3/18/2021,Hollywood,649,DOCUMENT FORGERY / STOLEN FELONY,56,M,H,Hispanic,STREET,,34.1038,-118.3151
200204615,1/13/2020,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0606,-118.2648
200112946,6/5/2020,Central,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,55,F,W,White,STREET,UNKNOWN WEAPON/OTHER WEAPON,34.0495,-118.2529
200204942,1/20/2020,Rampart,251,SHOTS FIRED AT INHABITED DWELLING,0,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,34.0616,-118.2586
211905128,1/31/2021,Mission,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,M,H,Hispanic,STREET,,34.2718,-118.4715
211212707,5/24/2021,77th Street,624,BATTERY - SIMPLE ASSAULT,18,M,H,Hispanic,DRIVEWAY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9876,-118.2838
211610918,8/26/2021,Foothill,626,INTIMATE PARTNER - SIMPLE ASSAULT,54,F,W,White,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2545,-118.2979
211511678,7/9/2021,N Hollywood,624,BATTERY - SIMPLE ASSAULT,24,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2057,-118.3878
200506617,3/2/2020,Harbor,220,ATTEMPTED ROBBERY,16,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7252,-118.2924
212009218,5/9/2021,Olympic,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,H,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0745,-118.296
200200511,1/9/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,F,H,Hispanic,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,34.0614,-118.279
211508371,4/22/2021,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",63,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1448,-118.4115
200121088,11/16/2020,Central,624,BATTERY - SIMPLE ASSAULT,48,M,B,Black,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0527,-118.2415
212012684,8/2/2021,Olympic,330,BURGLARY FROM VEHICLE,31,M,H,Hispanic,PARKING LOT,,34.0618,-118.2894
200205317,1/27/2020,Rampart,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),20,M,H,Hispanic,PARKING LOT,,34.0772,-118.2584
210313228,7/16/2021,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",23,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0111,-118.2827
200307141,2/21/2020,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,F,B,Black,SINGLE FAMILY DWELLING,VERBAL THREAT,34.0246,-118.3138
171807575,3/7/2017,Southeast,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),5,F,H,Hispanic,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9274,-118.2871
211013802,10/26/2021,West Valley,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SEMI-AUTOMATIC PISTOL,34.212,-118.5374
210613420,7/27/2021,Hollywood,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),10,F,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1016,-118.3452
200120752,11/7/2020,Central,624,BATTERY - SIMPLE ASSAULT,30,M,H,Hispanic,BEAUTY/BARBER SHOP,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0688,-118.2291
210814378,9/22/2021,West LA,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,24,F,H,Hispanic,SINGLE FAMILY DWELLING,VERBAL THREAT,34.0586,-118.4401
212114075,9/19/2021,Topanga,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,W,White,GARAGE/CARPORT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1711,-118.5828
200507010,3/10/2020,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,Hispanic,SIDEWALK,SEMI-AUTOMATIC PISTOL,33.7753,-118.2686
211215634,7/12/2021,77th Street,350,"THEFT, PERSON",15,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9667,-118.2871
160907898,3/18/2016,Van Nuys,946,OTHER MISCELLANEOUS CRIME,0,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1561,-118.4542
212109163,5/21/2021,Topanga,354,THEFT OF IDENTITY,49,F,W,White,SINGLE FAMILY DWELLING,,34.1975,-118.6453
200206283,2/15/2020,Rampart,210,ROBBERY,37,M,H,Hispanic,STREET,HAND GUN,34.0396,-118.2805
210605244,1/31/2021,Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1038,-118.3151
211909117,5/26/2021,Mission,626,INTIMATE PARTNER - SIMPLE ASSAULT,39,F,W,White,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.3247,-118.4123
211006952,4/9/2021,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",18,F,F,Asian,"VEHICLE, PASSENGER/TRUCK",,34.1923,-118.4943
211206710,2/11/2021,77th Street,310,BURGLARY,30,F,B,Black,SINGLE FAMILY DWELLING,,34.0016,-118.2878
210312634,7/6/2021,Southwest,310,BURGLARY,71,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.0268,-118.2896
160327702,12/21/2016,Southwest,354,THEFT OF IDENTITY,20,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.0019,-118.3247
200105764,1/26/2020,Central,860,BATTERY WITH SEXUAL CONTACT,24,F,C,Asian,OTHER/OUTSIDE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0437,-118.2652
211510692,6/18/2021,N Hollywood,330,BURGLARY FROM VEHICLE,25,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.163,-118.3729
210608340,4/9/2021,Hollywood,805,PIMPING,31,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.098,-118.3416
200505334,2/1/2020,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,M,W,White,LIQUOR STORE,VERBAL THREAT,33.8127,-118.3089
210612300,7/7/2021,Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,B,Black,SIDEWALK,MACE/PEPPER SPRAY,34.0998,-118.3319
210713331,9/20/2021,Wilshire,330,BURGLARY FROM VEHICLE,27,M,H,Hispanic,STREET,,34.0649,-118.357
200321086,11/29/2020,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.0155,-118.3007
210711958,8/10/2021,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",19,M,W,White,SHOPPING MALL (COMMON AREA),,34.0747,-118.3563
200506510,2/28/2020,Harbor,330,BURGLARY FROM VEHICLE,62,M,W,White,GARAGE/CARPORT,,33.7388,-118.2814
211818935,10/23/2021,Southeast,624,BATTERY - SIMPLE ASSAULT,50,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9348,-118.2739
211811571,6/5/2021,Southeast,237,CHILD NEGLECT (SEE 300 W.I.C.),10,F,B,Black,SINGLE FAMILY DWELLING,,33.9292,-118.2652
210807022,3/15/2021,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),53,M,W,White,STREET,,34.0512,-118.5256
211100631,3/13/2021,Northeast,310,BURGLARY,32,M,H,Hispanic,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,34.0957,-118.2885
200305925,2/2/2020,Southwest,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),45,F,B,Black,STREET,,34.0201,-118.3672
212010572,6/17/2021,Olympic,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,F,H,Hispanic,PARKING UNDERGROUND/BUILDING,VEHICLE,34.0669,-118.2892
210907770,4/5/2021,Van Nuys,310,BURGLARY,61,F,W,White,SINGLE FAMILY DWELLING,,34.1885,-118.4618
210712108,8/18/2021,Wilshire,220,ATTEMPTED ROBBERY,63,F,H,Hispanic,BUS STOP,VERBAL THREAT,34.047,-118.337
211709156,4/26/2021,Devonshire,330,BURGLARY FROM VEHICLE,52,M,F,Asian,STREET,,34.2573,-118.5273
200314261,7/15/2020,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,M,B,Black,SINGLE FAMILY DWELLING,ROCK/THROWN OBJECT,34.014,-118.3241
200108635,3/6/2020,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,M,B,Black,"VEHICLE, PASSENGER/TRUCK",,34.0374,-118.2406
200105116,1/16/2020,Central,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",60,M,B,Black,OTHER BUSINESS,,34.051,-118.248
200105774,1/26/2020,Central,624,BATTERY - SIMPLE ASSAULT,39,F,B,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518
210412193,8/26/2021,Hollenbeck,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",23,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0765,-118.2144
200120732,11/7/2020,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0426,-118.2513
211606938,4/11/2021,Foothill,354,THEFT OF IDENTITY,33,F,W,White,SINGLE FAMILY DWELLING,,34.2193,-118.3945
211306691,3/1/2021,Newton,310,BURGLARY,0,M,A,Asian,WAREHOUSE,,34.0237,-118.233
200307181,2/22/2020,Southwest,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",18,M,H,Hispanic,SIDEWALK,,34.032,-118.3322
210111856,6/14/2021,Central,330,BURGLARY FROM VEHICLE,33,F,B,Black,OTHER/OUTSIDE,,34.042,-118.2625
212113748,9/10/2021,Topanga,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1864,-118.6299
210515492,10/31/2021,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,F,W,White,PARKING LOT,HAND GUN,33.7388,-118.2923
210914893,10/4/2021,Van Nuys,310,BURGLARY,79,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.1867,-118.4509
200105748,1/26/2020,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,M,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,34.0421,-118.2469
211505443,2/8/2021,N Hollywood,624,BATTERY - SIMPLE ASSAULT,40,M,W,White,STREET,UNKNOWN WEAPON/OTHER WEAPON,34.1448,-118.4115
200105367,1/20/2020,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0462,-118.2585
210904739,1/22/2021,Van Nuys,330,BURGLARY FROM VEHICLE,42,F,W,White,STREET,,34.1875,-118.4203
200107338,2/17/2020,Central,624,BATTERY - SIMPLE ASSAULT,38,F,B,Black,BUS-CHARTER/PRIVATE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0563,-118.2309
211611279,9/7/2021,Foothill,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",52,M,H,Hispanic,SINGLE FAMILY DWELLING,FOLDING KNIFE,34.2664,-118.4144
200108711,3/7/2020,Central,350,"THEFT, PERSON",39,M,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.249
