DR_NO,Date Rptd,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Race,Premis Desc,Weapon Desc,LAT,LON
211414317,7/1/2021,Pacific,624,BATTERY - SIMPLE ASSAULT,27,F,W,White,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9874,-118.472
211213309,5/30/2021,77th Street,330,BURGLARY FROM VEHICLE,35,M,B,Black,STREET,,33.9635,-118.2871
200304615,1/11/2020,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",ROCK/THROWN OBJECT,34.0336,-118.3526
211819052,10/21/2021,Southeast,624,BATTERY - SIMPLE ASSAULT,10,F,H,Hispanic,ELEMENTARY SCHOOL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.949,-118.2479
200506916,3/9/2020,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26,M,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7906,-118.282
200121299,11/20/2020,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,White,MARKET,,34.0571,-118.2508
211219551,9/12/2021,77th Street,903,CONTEMPT OF COURT,67,F,B,Black,SINGLE FAMILY DWELLING,,33.9931,-118.3294
200307622,2/29/2020,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",6,M,B,Black,SIDEWALK,SEMI-AUTOMATIC PISTOL,34.0116,-118.3412
210105949,2/12/2021,Central,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),33,F,W,White,GAS STATION,,34.043,-118.2606
210315812,9/13/2021,Southwest,480,BIKE - STOLEN,20,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.0316,-118.2942
210708044,4/24/2021,Wilshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,18,M,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0363,-118.3537
211815943,8/29/2021,Southeast,210,ROBBERY,54,M,H,Hispanic,STREET,VERBAL THREAT,33.9383,-118.2743
200506216,2/21/2020,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,H,Hispanic,HOTEL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7974,-118.2372
200107503,2/20/2020,Central,886,DISTURBING THE PEACE,31,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0478,-118.2484
200106092,1/31/2020,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,F,W,White,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",MACE/PEPPER SPRAY,34.0454,-118.2466
211217968,8/7/2021,77th Street,354,THEFT OF IDENTITY,35,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.9622,-118.2834
211511600,7/9/2021,N Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),35,F,B,Black,SINGLE FAMILY DWELLING,,34.163,-118.3757
211212488,5/19/2021,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,F,B,Black,STREET,,33.9839,-118.3352
210616294,9/22/2021,Hollywood,310,BURGLARY,30,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.1016,-118.331
212113917,9/15/2021,Topanga,354,THEFT OF IDENTITY,30,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.2029,-118.5928
210107170,3/9/2021,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,M,W,White,SIDEWALK,VERBAL THREAT,34.051,-118.2445
211907828,4/21/2021,Mission,901,VIOLATION OF RESTRAINING ORDER,61,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.2496,-118.4448
160908489,3/29/2016,Van Nuys,354,THEFT OF IDENTITY,53,M,W,White,SINGLE FAMILY DWELLING,,34.203,-118.4458
200306154,2/5/2020,Southwest,860,BATTERY WITH SEXUAL CONTACT,30,F,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0308,-118.3529
200104820,1/12/2020,Central,330,BURGLARY FROM VEHICLE,38,M,B,Black,SIDEWALK,,34.0435,-118.2365
211420700,10/31/2021,Pacific,330,BURGLARY FROM VEHICLE,24,M,W,White,STREET,UNKNOWN WEAPON/OTHER WEAPON,33.9916,-118.4754
211317016,10/7/2021,Newton,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0066,-118.2617
200314809,7/27/2020,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,F,B,Black,SINGLE FAMILY DWELLING,,34.0309,-118.3009
211006953,4/9/2021,West Valley,626,INTIMATE PARTNER - SIMPLE ASSAULT,24,M,W,White,PARK/PLAYGROUND,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1994,-118.5098
200506997,3/10/2020,Harbor,320,"BURGLARY, ATTEMPTED",71,F,A,Asian,SINGLE FAMILY DWELLING,,33.794,-118.2899
200106146,1/31/2020,Central,624,BATTERY - SIMPLE ASSAULT,33,M,W,White,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.245
210507448,3/27/2021,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",51,M,H,Hispanic,PARKING LOT,,33.7798,-118.2656
200406555,3/5/2020,Hollenbeck,664,"BUNCO, PETTY THEFT",51,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.0485,-118.2115
211907572,4/12/2021,Mission,354,THEFT OF IDENTITY,35,M,H,Hispanic,AUTOMATED TELLER MACHINE (ATM),,34.3155,-118.4343
210213011,8/8/2021,Rampart,624,BATTERY - SIMPLE ASSAULT,56,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0486,-118.2819
211011346,8/16/2021,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,F,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.1888,-118.5253
211311450,6/19/2021,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,B,Black,SIDEWALK,UNKNOWN FIREARM,33.9842,-118.2783
200321132,12/1/2020,Southwest,210,ROBBERY,55,M,H,Hispanic,STREET,SIMULATED GUN,34.0305,-118.3002
210606885,3/11/2021,Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0852,-118.3051
200204675,1/14/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",KNIFE WITH BLADE 6INCHES OR LESS,34.0534,-118.2829
211815284,8/13/2021,Southeast,354,THEFT OF IDENTITY,57,M,H,Hispanic,AUTOMATED TELLER MACHINE (ATM),,33.9492,-118.2776
200308142,3/7/2020,Southwest,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,M,B,Black,STREET,,34.0219,-118.2959
200304715,1/13/2020,Southwest,440,THEFT PLAIN - PETTY ($950 & UNDER),19,M,W,White,STREET,,34.0268,-118.2753
200506919,3/8/2020,Harbor,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",42,F,H,Hispanic,SINGLE FAMILY DWELLING,OTHER KNIFE,33.7848,-118.2628
210809780,5/28/2021,West LA,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,M,W,White,OTHER BUSINESS,,34.0553,-118.394
210209803,5/24/2021,Rampart,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,Hispanic,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0622,-118.2732
211606407,3/24/2021,Foothill,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",42,F,V,Asian,NAIL SALON,,34.2689,-118.4201
211709486,5/28/2021,Devonshire,354,THEFT OF IDENTITY,26,M,B,Black,SINGLE FAMILY DWELLING,,34.2291,-118.5831
211211739,5/6/2021,77th Street,624,BATTERY - SIMPLE ASSAULT,56,M,B,Black,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9747,-118.2827
210710306,6/29/2021,Wilshire,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",BRASS KNUCKLES,34.0473,-118.3213
211411779,5/14/2021,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),61,F,H,Hispanic,SIDEWALK,,33.9452,-118.4033
211006591,3/26/2021,West Valley,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",40,M,B,Black,PARKING LOT,HAND GUN,34.1802,-118.531
200211090,6/8/2020,Rampart,121,"RAPE, FORCIBLE",0,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0539,-118.2712
212105357,2/10/2021,Topanga,354,THEFT OF IDENTITY,49,M,H,Hispanic,OTHER BUSINESS,,34.22,-118.6227
200205182,1/25/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",43,M,W,White,STREET,MACHETE,34.0706,-118.2772
211011879,9/1/2021,West Valley,940,EXTORTION,32,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.201,-118.5465
211311423,6/19/2021,Newton,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0057,-118.2714
210204663,1/18/2021,Rampart,310,BURGLARY,29,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0541,-118.2621
210713846,10/3/2021,Wilshire,946,OTHER MISCELLANEOUS CRIME,77,M,B,Black,SIDEWALK,,34.0524,-118.3739
180516205,9/21/2018,Harbor,813,CHILD ANNOYING (17YRS & UNDER),9,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7832,-118.278
210408805,5/18/2021,Hollenbeck,330,BURGLARY FROM VEHICLE,41,M,W,White,PARKING LOT,,34.0197,-118.2181
170510368,5/18/2017,Harbor,946,OTHER MISCELLANEOUS CRIME,75,M,H,Hispanic,SINGLE FAMILY DWELLING,,33.7793,-118.248
200506625,3/2/2020,Harbor,330,BURGLARY FROM VEHICLE,40,F,W,White,PARKING LOT,,33.7741,-118.2646
200107242,2/13/2020,Central,330,BURGLARY FROM VEHICLE,25,M,W,White,STREET,,34.0391,-118.2384
211708629,5/20/2021,Devonshire,648,ARSON,25,F,H,Hispanic,STREET,,34.2282,-118.5929
200105674,1/25/2020,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,M,B,Black,PARKING LOT,,34.0382,-118.2384
210611845,6/27/2021,Hollywood,624,BATTERY - SIMPLE ASSAULT,24,M,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0908,-118.3025
211706195,3/3/2021,Devonshire,480,BIKE - STOLEN,50,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.2648,-118.5023
211713878,8/4/2021,Devonshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,M,A,Asian,SINGLE FAMILY DWELLING,,34.2583,-118.5957
170907850,3/17/2017,Van Nuys,354,THEFT OF IDENTITY,25,M,W,White,BANK,,34.194,-118.4225
210511726,7/21/2021,Harbor,626,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.7722,-118.2716
210912448,8/3/2021,Van Nuys,330,BURGLARY FROM VEHICLE,60,F,W,White,PARKING LOT,,34.1564,-118.463
211711306,8/6/2021,Devonshire,761,BRANDISH WEAPON,34,M,A,Asian,OTHER RESIDENCE,RIFLE,34.2373,-118.5623
211419665,10/7/2021,Pacific,354,THEFT OF IDENTITY,69,M,W,White,SINGLE FAMILY DWELLING,,33.9775,-118.4655
200304999,1/17/2020,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,M,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0237,-118.3138
212011621,7/15/2021,Olympic,310,BURGLARY,43,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0671,-118.3104
200406257,2/27/2020,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,F,H,Hispanic,OTHER RESIDENCE,UNKNOWN WEAPON/OTHER WEAPON,34.084,-118.1948
200504276,1/6/2020,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),21,M,W,White,"VEHICLE, PASSENGER/TRUCK",,33.7639,-118.2934
211707071,4/2/2021,Devonshire,330,BURGLARY FROM VEHICLE,30,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.2509,-118.5733
211413964,6/25/2021,Pacific,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,80,M,W,White,STREET,VERBAL THREAT,33.981,-118.4354
161615409,10/11/2016,Foothill,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),10,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2121,-118.4021
211007162,4/14/2021,West Valley,354,THEFT OF IDENTITY,35,F,W,White,BANK,,34.1691,-118.5512
211315423,9/4/2021,Newton,210,ROBBERY,26,F,H,Hispanic,ALLEY,UNKNOWN WEAPON/OTHER WEAPON,34.0102,-118.2543
210815261,10/14/2021,West LA,480,BIKE - STOLEN,21,M,C,Asian,DRIVEWAY,,34.0645,-118.4509
211914773,10/23/2021,Mission,903,CONTEMPT OF COURT,48,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.2205,-118.4624
191705144,1/11/2019,Devonshire,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,6,M,A,Asian,SINGLE FAMILY DWELLING,KITCHEN KNIFE,34.2864,-118.5398
211312990,7/19/2021,Newton,624,BATTERY - SIMPLE ASSAULT,25,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0082,-118.2633
211611546,9/15/2021,Foothill,761,BRANDISH WEAPON,0,M,H,Hispanic,STREET,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.2802,-118.4215
211413037,6/8/2021,Pacific,624,BATTERY - SIMPLE ASSAULT,43,F,H,Hispanic,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0017,-118.4686
200104761,1/11/2020,Central,330,BURGLARY FROM VEHICLE,32,M,H,Hispanic,PARKING LOT,,34.0467,-118.2485
200209322,4/24/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",51,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",MACE/PEPPER SPRAY,34.061,-118.2811
200218145,12/3/2020,Rampart,220,ATTEMPTED ROBBERY,40,M,W,White,STREET,AIR PISTOL/REVOLVER/RIFLE/BB GUN,34.0642,-118.257
210714842,10/27/2021,Wilshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,M,W,White,SINGLE FAMILY DWELLING,VERBAL THREAT,34.052,-118.3741
200305880,1/23/2020,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,M,B,Black,SINGLE FAMILY DWELLING,VERBAL THREAT,34.0073,-118.3078
210815451,10/12/2021,West LA,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.041,-118.4279
211301077,10/22/2021,Newton,761,BRANDISH WEAPON,48,F,H,Hispanic,SINGLE FAMILY DWELLING,KITCHEN KNIFE,33.9942,-118.2398
211817584,9/27/2021,Southeast,624,BATTERY - SIMPLE ASSAULT,48,F,B,Black,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9379,-118.2781
200104077,1/2/2020,Central,330,BURGLARY FROM VEHICLE,37,F,H,Hispanic,STREET,,34.0317,-118.2641
200404784,1/21/2020,Hollenbeck,753,DISCHARGE FIREARMS/SHOTS FIRED,49,F,H,Hispanic,SINGLE FAMILY DWELLING,UNKNOWN FIREARM,34.0534,-118.22
211210911,4/24/2021,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35,M,H,Hispanic,STREET,,33.9969,-118.3068
210805829,2/15/2021,West LA,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",24,F,H,Hispanic,OTHER RESIDENCE,,34.0478,-118.451
200410822,7/13/2020,Hollenbeck,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,H,Hispanic,SIDEWALK,BOTTLE,34.0428,-118.2167
210713404,9/21/2021,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,M,H,Hispanic,OTHER BUSINESS,,34.0702,-118.3764
200204288,1/6/2020,Rampart,210,ROBBERY,22,M,H,Hispanic,STREET,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.0777,-118.2892
200100543,1/15/2020,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),27,M,B,Black,DEPARTMENT STORE,,34.048,-118.2577
211104516,1/14/2021,Northeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,34.1076,-118.1891
200107871,2/26/2020,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",OTHER KNIFE,34.0496,-118.2458
211005614,2/23/2021,West Valley,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,W,White,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1985,-118.4793
211905259,2/4/2021,Mission,624,BATTERY - SIMPLE ASSAULT,18,M,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2376,-118.4481
200108289,3/2/2020,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,M,W,White,"VEHICLE, PASSENGER/TRUCK",,34.0478,-118.2484
212009936,5/30/2021,Olympic,330,BURGLARY FROM VEHICLE,26,M,W,White,PARKING UNDERGROUND/BUILDING,,34.0518,-118.3052
210815348,10/17/2021,West LA,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46,M,W,White,GARAGE/CARPORT,,34.0395,-118.4603
210612661,7/13/2021,Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),44,F,W,White,"PORCH, RESIDENTIAL",,34.1185,-118.3714
200219149,12/30/2020,Rampart,354,THEFT OF IDENTITY,29,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,34.0657,-118.268
210914425,9/23/2021,Van Nuys,310,BURGLARY,67,M,W,White,SINGLE FAMILY DWELLING,,34.1327,-118.4445
200506219,2/21/2020,Harbor,888,TRESPASSING,29,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,33.7334,-118.2902
200507306,3/10/2020,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,33.7824,-118.2713
200308000,3/5/2020,Southwest,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),47,F,B,Black,STREET,,34.0145,-118.3045
211411495,5/12/2021,Pacific,310,BURGLARY,36,M,W,White,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,34.0105,-118.4474
211219173,9/6/2021,77th Street,210,ROBBERY,34,F,W,White,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9651,-118.2761
211315148,8/28/2021,Newton,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39,F,H,Hispanic,SINGLE FAMILY DWELLING,,33.9921,-118.2565
200104754,1/11/2020,Central,624,BATTERY - SIMPLE ASSAULT,58,F,B,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0461,-118.2476
200304679,1/12/2020,Southwest,624,BATTERY - SIMPLE ASSAULT,42,M,H,Hispanic,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0073,-118.2915
211010833,8/2/2021,West Valley,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.2084,-118.5219
150716512,10/29/2015,Wilshire,354,THEFT OF IDENTITY,32,F,B,Black,SINGLE FAMILY DWELLING,,34.0392,-118.3526
211308838,4/23/2021,Newton,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,M,H,Hispanic,STREET,GLASS,33.9957,-118.2434
200305337,1/23/2020,Southwest,940,EXTORTION,47,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.0285,-118.3478
210607948,4/4/2021,Hollywood,330,BURGLARY FROM VEHICLE,22,M,W,White,STREET,UNKNOWN WEAPON/OTHER WEAPON,34.1084,-118.3213
211210945,4/2/2021,77th Street,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,H,Hispanic,YARD (RESIDENTIAL/BUSINESS),,33.9845,-118.3373
211514288,9/8/2021,N Hollywood,480,BIKE - STOLEN,27,F,W,White,SINGLE FAMILY DWELLING,,34.1936,-118.4166
200105164,1/17/2020,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.0471,-118.2474
212105312,2/8/2021,Topanga,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),69,M,A,Asian,DRIVEWAY,,34.2143,-118.6206
211509404,5/18/2021,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,Hispanic,STREET,HAND GUN,34.194,-118.3681
211305467,2/3/2021,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33.9924,-118.2745
211008287,5/21/2021,West Valley,624,BATTERY - SIMPLE ASSAULT,9,M,H,Hispanic,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1975,-118.5273
210405331,2/6/2021,Hollenbeck,121,"RAPE, FORCIBLE",23,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,34.0632,-118.201
210407324,4/4/2021,Hollenbeck,210,ROBBERY,49,M,H,Hispanic,PARKING LOT,SWITCH BLADE,34.0762,-118.2119
200405458,2/6/2020,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,62,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0557,-118.2093
171706320,2/14/2017,Devonshire,354,THEFT OF IDENTITY,24,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.2251,-118.5372
200504624,1/15/2020,Harbor,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),55,M,H,Hispanic,STREET,,33.7261,-118.2902
200100961,8/21/2020,Central,761,BRANDISH WEAPON,57,M,H,Hispanic,STREET,OTHER CUTTING INSTRUMENT,34.0463,-118.2428
210106161,2/16/2021,Central,624,BATTERY - SIMPLE ASSAULT,98,M,B,Black,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0429,-118.2462
171519989,10/6/2017,N Hollywood,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),14,F,H,Hispanic,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1959,-118.3921
211104946,1/28/2021,Northeast,901,VIOLATION OF RESTRAINING ORDER,60,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.1289,-118.2684
200406135,2/24/2020,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,M,H,Hispanic,SINGLE FAMILY DWELLING,,34.0476,-118.2252
210608858,4/23/2021,Hollywood,350,"THEFT, PERSON",31,F,B,Black,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.1016,-118.3387
150413414,8/17/2015,Hollenbeck,354,THEFT OF IDENTITY,76,F,H,Hispanic,SINGLE FAMILY DWELLING,,34.0719,-118.2103
211215484,7/10/2021,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,F,B,Black,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",HAND GUN,33.9647,-118.2695
211305990,2/15/2021,Newton,210,ROBBERY,43,M,H,Hispanic,STREET,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,34.0243,-118.2445
210509598,5/18/2021,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),39,M,H,Hispanic,DRIVEWAY,,33.7823,-118.2476
211418794,9/22/2021,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",50,F,W,White,STREET,,33.9996,-118.469
210306296,2/17/2021,Southwest,901,VIOLATION OF RESTRAINING ORDER,68,M,H,Hispanic,SIDEWALK,,34.0336,-118.3441
200505880,2/14/2020,Harbor,664,"BUNCO, PETTY THEFT",55,M,H,Hispanic,SINGLE FAMILY DWELLING,,33.7932,-118.2432
200211111,6/9/2020,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,H,Hispanic,SIDEWALK,CLUB/BAT,34.0497,-118.2754
211607928,5/18/2021,Foothill,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",53,M,H,Hispanic,"VEHICLE, PASSENGER/TRUCK",,34.2808,-118.4135
210813302,8/27/2021,West LA,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",50,F,W,White,SHOPPING MALL (COMMON AREA),,34.06,-118.42
